Date,Username,Comment,Like
2025-10-14T11:01:11Z,@GunawanSuarna,"saya programer 7 tahun , udah mulai brainroot gegara ai agent buat coding wkwokwoko semoga selalu diberi kesadaran untuk terus belajar",0
2025-10-14T11:00:55Z,@Gendon-,"Iya, untuk pemula &amp;/ bukan coder sama sekali, bisa hancur. Hancur lebur.",0
2025-10-14T11:07:35Z,@Gendon-,"Buaaaanyak yang mau saya tulis. Tapi intinya, vibes code AMPAS (tidak termasuk senior yang nge-&quot;vibes&quot;, atau setidaknya junior yang nge-&quot;vibes&quot; karena tau apa yang mau dilakukan). Vibes codes, tidak akan berguna sama sekali, kecuali di-handle oleh:<br>1. Junior yang TIDAK BISA NGODING tapi PAHAM SELURUH TERMINOLOGI dari apa yang mau dibangun (BE, FE, atau apapun lah, beserta dengan aksioma bahasa pemograman yang digunakan)<br>2. Junior yang MINIMAL tau arsitektur best practice itu seperti apa, aturan lint bahasa yang digunakan seperti apa, DRY itu apa, dan SEGALA glossary yang biasa digunakan programmer<br>3. Senior yang tau betul mana DoD dari setiap task yang diberi ke AI<br><br>Jadi, kalo kamu-kamu lagi berasa hebat seperti dewa tapi ga punya basic pemograman sama sekali jangan banyak lagak &amp;/ ciut. Setidaknya pelajari poin 1 &amp; 2 yang saya tulis. Kemungkinan aman kalo mau diimplement ke dunia perkerjaan nyata atau minimal dunia kerja tim skala kecil",0
2025-10-14T11:11:32Z,@Gendon-,"Saya pernah lihat kasus orang mendaftar, meberikan contoh projek dan di dalam perojek tersebut bisa-bisanya ada React di dalam Project React ada backend, backendnya Python pakenya FastAPI &amp; Flask secara bersamaan what the hell...",0
2025-10-14T11:15:47Z,@Gendon-,"Ini kalo dianalogikan ke manusia sudahlah kanker, orangnya sudah mati kankernya masih idup. Sekacau itu kalo vibes-coder mulai beraksi tanpa pemahaman coding sama sekali",0
2025-10-14T10:44:00Z,@ZonaYouTubeCH,👍👍🔥,0
2025-10-14T09:31:29Z,@developer_anything,nice pak👌,0
2025-10-14T09:22:46Z,@denzuqo,"Bahaya kalau dibandingin sama jaman dulu. Dulu, stuck sampai harus posting di StackOverflow, sambil nunggu jawaban scroll Fesnuk tapi otak tetap workout cari solusi. Sekarang, tinggal chat, copy-paste, langsung jalan, Bisa lanjut scroll Fesnuk tanpa mikirin apa-apa :v",0
2025-10-14T09:14:14Z,@ahmadganteng7435,Semua yg instant itu jelek..,0
2025-10-14T08:35:42Z,@antoniedik,TUMPUL. itu adalah efek kalau vibe ngoding terusss.,27
2025-10-28T04:05:47Z,@muhammadakna8397,"ini kenapa gini nih codenya, kenapa ga make metode ini aja. &quot;mana saya tau&quot; wkwkwk",0
2025-10-14T08:32:12Z,@wawancom78yutube,"Dulu membuat website hanya bisa dilakukan oleh programmer, tapi sejak munculnya CMS seperti WordPress, siapa pun bisa membuat situs dengan mudah tanpa harus bisa ngoding. Sekarang muncul teknologi AI yang membuat proses pembuatan web dan aplikasi menjadi jauh lebih mudah lagi, bahkan untuk orang yang bukan programmer. Perusahaan kini bisa menghemat tenaga kerja karena cukup mempekerjakan sedikit orang tapi ahli dalam menggunakan AI. Namun, agar hasilnya bagus, tetap dibutuhkan kemampuan membuat prompt yang tepat. Karena itu, muncul profesi baru bernama “Prompt Engineering”. Di masa depan, kemampuan membuat prompt akan jadi keahlian penting, bahkan menyaingi kemampuan ngoding tradisional.",0
2025-10-14T08:05:12Z,@rienidamsik,dari awal kuliah belajar disini sampe dapet kerja terimkasih pak sandika,0
2025-10-14T07:47:38Z,@fanizul1282,"Skill issue kali, gunain AI gaes dengan masif jangan mau disesatkan orang2 yang bilang jangan vibe coding, CEO Nvidia bilang kedepan bisa jadi ngoding dengan bahasa manusia. Biar AI yang abstraksi ke machine code!! Sering2 interaksi dengan AI",0
2025-10-14T07:46:24Z,@OktavianoSahruRomadhon,"malah saya sering berusaha memahami secara konsep yang di inginkan oleh client/rekruter/boss , ai saya suruh full coding , nanti tinggal saya cek dari baris awal hingga akhir , klo output udah sesuai , baru saya baca lagi biar lebih paham how it works , bisa tanya lagi ke AI ini pake methods apa , lalu saya crosscheck ke youtube atau dokumentasi mengenai best practice nya .<br>tapi terkadang membuat saya mikir terlalu ribet dan loncat sana sini karena kurangnya fundamental dan &quot;yang bener gimana&quot;.",0
2025-10-14T14:15:56Z,@sandhikagalihWPU,intinya ada di kalimatmu yang ini: &quot;nanti tinggal saya cek dari baris awal hingga akhir&quot; 👍👍,1
2025-10-14T07:34:52Z,@RezaPrayoga236,keren yang komen panjang2 banget..,0
2025-10-14T14:26:43Z,@sandhikagalihWPU,"iya nih, baru kali ini dapet komen sepanjang2 ini, seru bacanya haha",0
2025-10-14T07:04:01Z,@bimotok757,Saya belajar C# dari internet termasuk AI karena search di google AI nya juga menjawab. 2 minggu sudah bisa bikin aplikasi pakai port serial pakai thread. Tapi sebelumnya saya sudah bisa C/C++ di microcontroller dan Linux. Dua bulan bikin dynamic library. Hal yg paling tidak saya suka adalah bikin user interface. Yg agak ribet adalah penggunaan thread dan task.,0
2025-10-14T06:56:27Z,@achmadfarhan8846,"Emang LLM ini rada jadi &quot;narkoba&quot; sih apalagi buat yang baru belajar, secandu itu... sejauh ini AI masih saya anggap sebagai &quot;advanced model&quot;pengganti stackoverflow/google. Bahaya ketika pemula tidak tau fundamental langsung terjun ke AI",0
2025-10-14T06:32:56Z,@M.FakhriS.-qz8sg,"<a href=""https://www.youtube.com/watch?v=3UTMXKg47BM&amp;t=105"">01:45</a><br>The easy way is always mined - Murphy&#39;s law of combat",0
2025-10-14T06:18:40Z,@ykywzcode,"vibe coding nagih bgt, tgl tab-tab jadi aplikasi. pas mau discaling aplikasinya tinggal tap-tap lagi. gak sadar tiba-tiba ada notifikasi quota habis, tiba-tiba otak langsung bengong....",0
2025-10-14T14:19:33Z,@sandhikagalihWPU,"kalo tab-tab di code editor itu AI Assisted coding, ga bisa dibilang vibe coding. Vibe coding itu bener2 kita minta bikinin aplikasi pake bahasa manusia, kalo ada error/tidak sesuai, minta benerin pake bahasa manusia lagi, lalu kalo udah beres, code nya langsung dipake",1
2025-10-14T05:59:49Z,@nandasuhendra3495,"IMO, AI lebih membatu kita dalam menyusun execution plan ataupun approach apa yang sesuai supaya kita pun tau step-by-step apa yang mau kita kerjakan atau kira suruh AI yang execute the plans selama kita review setiap hasil dari step yang udah dieksekusi.",1
2025-10-14T05:44:23Z,@doiknowhowtocode,Pengen share ke temen yang baru belajar koding langsung dari AI tapi takut tersinggung,0
2025-10-14T09:01:46Z,@sandhikagalihWPU,Kirim aja kirim 🤭,0
2025-10-14T05:27:46Z,@aloneinthedark3726,"Sebagai programmer yang kerja di SaaS dengan branding AI, sangat setuju dengan pa Dika, branding kita AI tapi &quot;dapurnya&quot; full koding manual, debug manual, implement algoritma manual, vibe koding? Jangan kan buat nambah fitur, minta tolong debug file js yang line nya 15rb-an aja ga jelas respon nya apa. Malah kalau AI yang fix biasanya kita akan masuk ke circle dimana kita ga tau yang diperbaiki apa yang salah dimana. We &#39;silently&#39; agree that all this &#39;paib koding&#39; is utterly bullsh*t.",0
2025-10-14T05:26:29Z,@vlipps,"AI menggantikan kita di sisi teknik, tapi tetap kita yang bekerja di sisi Strategis.",1
2025-10-15T12:29:39Z,@sandhikagalihWPU,setujuu!,0
2025-10-14T05:18:32Z,@andhikarmukti,pak kaget suara musik yang di bagian closing kenceng banget,0
2025-10-14T05:17:23Z,@dhiampermana1072,Konten Vibe coding ini sering banget liat di Aplikasi Thread😂,0
2025-10-14T14:13:45Z,@sandhikagalihWPU,sekarang dimana2 sih 😭,0
2025-10-14T05:03:45Z,@andhikarmukti,"terima kasih pak sandhika, setelah nonton ini saya ingin ngegym mulai besok. bismillah",0
2025-10-14T04:58:40Z,@furqonarif282,"Saya sangat sepakat pak!<br>Rasa frustasi saat nemuin eror dan berusaha menyelesaikannya sendiri pasti terbayarkan dengan rasa nikmat di ujungnya.<br>Tapi rasa frustasi saat berkali-kali diberi hasil instan oleh AI yg tidak sesuai ekspektasi itu hanya menghasilkan tumpukan rasa frustasi tanpa akhir, meskipun pada akhirnya erornya teratasi, hanya rasa hampa yg menunggu. Itupun kalau sudah hilang rasa jengkelnya sama AI yang sering kebanyakan yapping.",0
2025-10-14T04:12:14Z,@sahabathijrah24434-h,"Memang, saya pemula dalam hal coding. Saya pernah mencoba vibe coding, dan yang ada malah membuat saya nggak bersemangat untuk belajar coding. Karena yang ngoding itu Ai dan bukan saya, sehingga saya jadi makin nggak ngerti sama coding.",0
2025-10-14T03:33:21Z,@agungdrh,"SFX nya kenceng banget pak, saya sampe kaget pas lagi nyimak",0
2025-10-14T14:14:12Z,@sandhikagalihWPU,"wkwk duh maaf ya, next time ga akan lagi",0
2025-10-14T03:24:32Z,@turyajakarta4867,Setuju sekali Pak Dhika. AI mengubah Programmer menjadi Operator.,1
2025-10-14T03:06:37Z,@gustiredhoni3074,Mantab pak dika👍,0
2025-10-14T02:58:22Z,@perogeremmer,"Analogi yang selalu saya pake kalo lagi ngajar mahasiswa, angkat beban.<br>Karena angkat beban itu sama persis kaya belajar coding ☺",0
2025-10-14T09:04:26Z,@sandhikagalihWPU,💪🏼💪🏼,0
2025-10-14T02:54:22Z,@nizar.aplikasi,"Initi nya Cara Instant itu tidak baik, akan membuat malas berfikir, beranalisa, kreatif dan belajar. Semua butuh Proses, dan Belajar.",0
2025-10-14T02:51:05Z,@yookafamily,"Kebetulan saya ga bisa FE ahirnya pake AI buat koding, untuk BE saya koding sendiri. Dan sekarang jadi lah form builder 😁",0
2025-10-14T02:50:52Z,@worldsstorybook77,"saya ada project vibecoding handle karna emang biasanya projectnya handle backend tapi yang kemarin oke coba fullstack karena ada AI juga,  ya alhamdulillah istilahnya kerjaan jadi cepet , soalnya lumayan keteteran juga klau ga vibecoding ini , bisa lama banget apalagi yang saya handle bellum bner2 nguasain di frontendnya ,tapi ya sejauh ini worth it , ya saya tipikal klau ada kerjaan ya mana yang paling cepat ya saya pake gamau idealis juga harus semua ketik saya sendiri , wong dlu sblum ada ai pun jg ngandeling stack overflow kok , asal dasar programmingnya kuat juga",0
2025-10-14T02:25:50Z,@aisimo,"udah ngerjain beberapa project pake claude code, kelemahannya buat ngebaca kode dari AI ini juga butuh AI juga, karena separation layer nya bisa berbelit2 dan ai suka ninggallin blok kode yang nyeleneh, butuh effort memahami secara manual.. memang da metode seperti spec driven, tapi one shoot dari spec kurang praktikal kecuali project yang sudah tau general proses bisinisnya..  jadi sekarang cuma pake AI buat generate plan, dokumentasi, code review, ama test.. kalo buat coding nya sendiri lebih milih auto suggestion..",0
2025-10-14T02:24:49Z,@PANCAGU,"lucu banget pak, vidoenya I HATE VIBE CODING iklanya genereate website dengan AI pak kwkwkwkwk 🤣",1
2025-10-14T09:05:09Z,@sandhikagalihWPU,😂😂,0
2025-10-14T02:15:42Z,@brigitathresa,"Saya sangat setuju pak dika, saya pernah bikin web full stack full dari pertama sampai selesai pakai AI. Tapi saya sadar, saya ga belajar apa-apa. Karena selama ini kalau error nanya AI, kalau mau buat fitur tinggal prompt aja abis itu copy paste dan rasa ingin tahu saya memudar, saya mulai bodo amat karna kan ada AI. Setelah saya sadar, saya coba buat jadikan AI itu sebagai alat bantu saya belajar, saya coba  buat project web dengan kemampuan dan logika saya sendiri, di saat itu saya tau saya ga tau apa-apa. Namun saya terus coba, awalnya jujur tersesat, saya ga tau ini mau di apakan dulu? saya ga tau mau mulai dari mana dulu? dan malah bertanya &quot;selama ini kamu ngapain ajaaa&quot; gitu.  tapi saya terus  belajar sampai sekarang dengan membaca dokumentasi, dll. Intinya jangan terlalu bergantung dengan AI, yang rugi itu kita, kita ga dapat skill nya, dan akhirnya malah ga tau apa-apa.",0
2025-10-14T09:05:31Z,@sandhikagalihWPU,"Nice share, itu memang yg saya takutkan terjadi 😁",0
2025-10-14T02:03:33Z,@vickyfikriachri2311,"Dengan semakin cepatnya &quot;pace&quot; adaptasi platform di IT, AI baiknya digunakan oleh Senior Programmer yang sedang mengembangkan platform baru , bukan oleh Junior Programmer. Senior Programmer dari pengalaman di platform sebelumnya, apakah code yg digenerate AI itu applicable , secure, scalable, reliable. Kedua, saya men-develop machine learning sejak di tahun di awal2 AI booming (tahun 2020-an) , satu hal yang membuat saya kesal dari AI adalah akurasi nya. Ada batas atas akurasi yang tidak dapat dilampaui AI. Di dunia IT itu akurasi code program yang applicable , secure, scalable, reliable itu penting. Cocoknya AI memang untuk fun-fun dan dunia kreasi yang membolehkan adanya error . Dan error itu yang membuat dunia tersenyum.",0
2025-10-14T01:42:33Z,@BlckCurve,"Tidak ada jalan lain, selain merangkul AI.<br>Kekhawatiran sebenarnya tidak perlu, apalagi sampai membuat kita merasa bahwa AI adalah jalan yang curang. Wah, ini beelebihan.<br><br>Justru karena AI, peta persaingan makin ketat tapi luas. Sangat menantang. <br><br>AI itu sangat membantu kita ngoding. Bahkan setelah era AI, banyak hal baru yang kita dapatkan, mungkin malah baru kita kenali sejak ada AI.<br><br>Ga perlu terlalu fokus dengan persaingan yang makin plural.<br><br>Simple saja, kalau kita tidak dipakai oleh perusahaan karena kehadiran AI, artinya itu bukan tempat kita dan kita bebas cari peluang lain. Tapi kita wajib manfaatkan AI.<br><br>Pada akhirnya semua industri akan beradaptasi dan mulai mengatur untuk siapa, bagaimana, dan kapan AI boleh digunakan untuk bisnis mereka.",0
2025-10-14T07:37:08Z,@OktavianoSahruRomadhon,"seleksi alam , semua akan menemukan jalannya masing masing dengan caranya sendiri.",0
2025-10-14T01:23:51Z,@yelnovri,"analoginya bagus sekali pak, langsung nyantol di otak saya, lah iya ya,, yg pinter AI, saya cuma bisa ngarang doang di kolom promt,,, kwkwkwkwkw",2
2025-10-14T01:18:29Z,@Azoel-n5w,😂😂emang gila sih kecanggihan AI cman saya pernah belajar golang langsung saranin buat blockchain hasilnya aneh..😂 karna saya gak tau kodenya apa?? kan bego saya😂😂,0
2025-10-14T01:05:07Z,@muhamadandisaputro8571,algoritma yang kuat adalah kunci,0
2025-10-14T01:03:09Z,@ferdausalamsyah1600,Paling kerasa sih... vibes coding bikin pembelajar jadi males......,0
2025-10-14T00:46:42Z,@pyurangi,"wkwkw ternyata yang saya lakukan selama ini adalah vibe coding 🤣 Walau sebenernya saya pakai AI itu selalu bersamaan dengan baca dokumentasi atau bahkan menjadikan AI itu jadi dokumentasi itu sendiri (tapi sering banget salah). Sebenernya dikasusku AI ngebantu banget kalau tiba2 harus ganti framework atau ganti apalah, semisal saya paham konsepnya, tapi ngetranslate ke bahasa komputernya gatau. Disisi lain, client udah nunggu (saya kerja di konsultan) dan sebenernya saya bukan pure dev, tapi functional.<br><br>Biasanya kalau code nya udah jadi sama si AI, saya selalu tanya juga kalau maksud line ini tuh apa. Jadi walaupun pake AI, kita harus tetep belajar. Mungkin kalau saya konteksnya beda ya karena udah ada pengalaman ngoding dan belajar sebelum era AI kayak sekarang. Setuju dengan Pak Galih, kalau proses belajar hindari dulu pake AI. Adik saya yang lagi kuliah Informatika kadang di tugasnya selalu ditulis kalau soal tersebut adalah: &#39;NO AI LEVEL&#39; 🤣",1
2025-10-14T09:07:03Z,@sandhikagalihWPU,"makanya ga salah juga sih, jika digunakan di konteks yang tepat ya",1
2025-10-14T00:33:38Z,@dityoenggar,"Saya memulai membuat apps perusahaan dari 2021 dan tayang apps internal perusahaan di 2022 menggunakan laravel yg menurut saya itu sudah ribet dan untuk belajar saat itu akan ke flutter atau membuat api saja termasuk memakan waktu yg lama. Tp ternyata banyak kebutuhan lain yg tidak semua bisa diatasi hanya oleh laravel saja dan akhirnya selama 2 tahun hanya berkutat di laravel dengan melakukan update untuk admin menggunakan filament di 2024. <br><br>Walaupun awal mulanya dari laravel ya tp itupun juga banyak dibantu pakai apps generate CRUD yg otomatis dan itupun masih membutuhkan waktu yg sangat lama (bukan yg ngerti2 banget). Saat itu saya belum mengenal AI dan mungkin belum sepintar saat ini bila AI sudah ada.<br><br>Akhirnya sejak 2025 ini banyak apps yg saya kembangkan 90% menggunakan AI. Oh ya disclaimer dulu bahwa saya hanya owner dari perusahaan UMKM dimana kebutuhan apps diera saat ini sangat penting serta saya tidak memiliki background sama sekali dengan IT hanya senang belajar. Dapat pelajaran bahasa pemrograman pun menggunakan fortran.<br><br>berbagai macam bahasa, databse, dll saya gunakan, dari next js, python, laravel, flutter, mysql, supabase, react, vue dan lain-lain sampai script di google sheets tgt kebutuhan apps. Bahkan sampai setting server pun dibantu AI.<br><br>Apps yg dikembangkan untuk internal perusahaan pun lumayan dari hanya sekedar landing page, convert pdf to excel untuk spesifik bank statement kaitannya dengan laporan SPT, online shop, laporan harian sampe presensi dan POS.<br><br>Ntah berapa biaya yg harus saya keluarkan apabila sewa apps tersebut atau mempihakketigakan untuk membuat apps yg seperti saya inginkan serta kendala-kendala yg saya hadapi ketika database berbeda-beda dan sulit untuk melakukan analisa perusahaan.<br><br>Jadi klo menurut saya yg gk punya background dari dunia IT, gmnpun vibe coding itu menjadi keharusan dan ngepromptpun gk mudah. Yg terpenting bagi saya adalah paham logikanya termasuk paham apa yg kita inginkan dan user experience itu sangat penting, bukan hanya sekedar animasi warna warni. Masalah keamanan dan lain-lain ya mau gk mau harus diperbaiki sambil jalan.",0
2025-10-14T00:32:53Z,@pythonindo,jgn jgn script video nya dibaut pakai chagpt juga,0
2025-10-14T14:27:25Z,@sandhikagalihWPU,gemini dong 🤭,0
2025-10-14T00:15:14Z,@kholula,untung bukan programmer 😇,0
2025-10-14T00:01:27Z,@laluanggar3200,"Izin nambahin pak dosen: &quot;Jangan jadikan AI sebagai sarung tangan ironman kalian, tapi jadikanlah AI sebagai Jarvis (asisten) kalian&quot; :)",0
2025-10-14T09:07:38Z,@sandhikagalihWPU,Nice! 👍🏼,0
2025-10-13T23:54:09Z,@laksmimentari9592,Pasti Pak Sandhika lihat iklan kotak hitam`,0
2025-10-14T09:07:49Z,@sandhikagalihWPU,🫣,0
2025-10-13T23:47:05Z,@niputusintiawati251,Aku setuju dengan ini,0
2025-10-13T23:43:18Z,@asikukunaku1109,Klo gw sih pke ai cuman buat assisted aja cukup membantu kerja kita lebih cepet TPI dengan catatan knowledge mesti bagus karena ai ga 100 persen akurat sisanya lu sendiri yg bnerin,0
2025-10-13T23:35:54Z,@ariosetiawan173,"Kalau di Parkour ini namanya &quot;Dilusi&quot; artinya mengencerkan kekentalan, praktikalnya jangan melakukan gerakan sebelum fisik kita siap, dan fisik kita siap setelah melakukan strengthening, conditioning &amp; stamina, dan buat yang muslim boleh baca surat 17, ayat 36. Terima Kasih",0
2025-10-13T23:33:11Z,@MasBagz,Para Coder seniors makin dicari dibanding lulusan baru klo begini terus,0
2025-10-13T23:27:17Z,@Mfddduserz4,Vibe coding membuka lapangan pekerjaan karena harus ada yang beresin codingan mereka yang ngawur,0
2025-10-13T23:07:34Z,@justboukenz,"vibe coding hanya diperuntukan untuk orang yg udah paham fundamental, kalo ga ngerti fundamental, ga ngerti alur, ga ngerti context baru celaka",0
2025-10-13T22:51:40Z,@muhammadfuad3162,"intinya AI membuat bodoh jika kita lalai , malas",0
2025-10-13T22:36:47Z,@adibtailham8254,"Saya mahasiswa ilmu komputer, kdg lebih sering jadiin AI buat jadi mentor dan teman diskusi. Misal ada kode yang gk saya ngerti, pasti saya selalu minta AI buat ngejelasin dengan versi yg lebih simple/pake &quot;bahasa bayi&quot;, trs suruh kasih analogi + buatin kodenya dengan alur yg sama tapi konsep yg lebih simple😂",0
2025-10-14T09:08:57Z,@sandhikagalihWPU,Nah seharusnya pake AI untuk belajar itu seperti ini,0
2025-10-13T22:19:27Z,@MohamadNurjaman,"Saya baru mendengar istilah vibe coding, tapi setelah mendengar penjelasannya ternyata saya adalah salah satu pengguna konsep ini.<br>Saya sudah di gamedev selama 3 tahun an, pake unity engine dengan C# khususnya, saya pake ai baru setahun terakhir, 2 tahun sebelumnya belajar dengan cara nonton2 video course berjam jam. Vibe Coding biasanya saya gunakan untuk membantu saya mempelajari hal hal baru dan sintaks kode baru yang belum pernah saya ketahui sebelumnya. Saya juga biasanya meminta ai untuk membuat base code dari suatu fungsi saja, misalnya saya ingin membuat movement system, saya akan minta base code nya aja yang menggerakan karakter dengan jumpforce dan movespeednya. lalu saya kembangkan sendiri kodenya berdasarkan kebutuhan. Selain itu saya biasanya minta ai jelaskan suatu masalah atau bug yang saya alami, saya biasanya tidak &quot;Fix this&quot; tapi &quot;Why this happend and how to fix this&quot;. Dengan begitu, pemahaman masalahnya akan masuk ke logika yang memuat saya tidak perlu tanya ke ai lagi kalo kejadian.<br><br>Saya kurang yakin apakah saya terlihat terlalu tergantung pada ai atau tidak, tapi yang jelas biasanya saya masih bisa buat kode meski sedang offline walau kadang suka menyimpan kode2 rumit dan sulit kalo udah ada internet.",0
2025-10-13T22:17:01Z,@riwaurus,そうです!,0
2025-10-13T21:05:55Z,@zahidysyawal8618,Kang sandika mau tanya kalau saya belajar coding sebagai pemula apakah bisa langsung ikut wpu course dari 0 atau harus ada basic yang harus saya pelajari terlebih dahulu?,0
2025-10-14T09:09:24Z,@sandhikagalihWPU,Basicnya bisa belajar di channel ini,0
2025-10-13T20:48:53Z,@Hana-q8e,"Well udh ngoding beberapa tahun, sudah memhamami semua fundamental sejujurnya ini sangat memudahkan saya kerena benar benar mempersingkat waktu Banget, apalagi klo pelanggan rese yang mau cepat2",1
2025-10-13T20:21:01Z,@AL-MUBAR,tidak bisa di hindari.... melawan arus = gone... anti = tidak bisa bersaing di industri.... dasar coding yang selalu saya pegang semua logika sah-sah saja di baris coding... yang penting sudah punya dasar yang kokoh,3
2025-10-14T14:25:53Z,@sandhikagalihWPU,"yap setuju, intinya fondasinya harus kokoh dulu",0
2025-10-13T19:30:51Z,@skydomeblue,Yang parahnya ada juga membuka kelas coding padahal modal AI dan gak paham code fudamental 😆,81
2025-10-16T12:42:51Z,@raregear,spill,1
2025-10-16T14:55:51Z,@sszch4221,kelas dari mana itu ??🤔,1
2025-10-19T11:51:02Z,@CocoXixi-q1s,Ini si kacauu,0
2025-10-19T11:54:08Z,@skydomeblue,​@sszch4221cek ada di threads banyak tuh yg buka2 kelas kyk begituan,0
2025-10-13T19:15:09Z,@bath4rakala,"nasihat dari ustadz saya, jika belum bisa menyetir janganlah jadi supir. belajar nyetir dulu.",0
2025-10-13T18:40:36Z,@alexajunet9530,Sales Ai emang meresahkan.,0
2025-10-13T18:13:32Z,@kornes31,"Programmer berlomba-lomba jualan kelas<br>Begitu juga orang yang pake AI, ga ada bedanya  wkwkwk",0
2025-10-13T17:55:26Z,@rizkifdh,"vibe coder tuh kerasanya nanti pas udah di dunia kerja dan kerja di dalam team. kalo bener nelen mentah2 generated AI code, nanti pas lagi review code bengong ini yang di PR apaan😂 terus kalo ngasih context/prompt nya kurang jelas, malah bikin banyak variabel/fungsi yang redundant. dan ga jarang malah ngerusak existing project structure. yaa bijak2 aja dalam vibe coding. karna kalo bijak, task satu sprint bisa kelar dalam itungan hari dan kita bisa fokus push rank ke imo wkwkwkkw",4
2025-10-14T18:19:05Z,@rinnimecrack7128,"yap and perlu tau minimal mah tau securitynya , dan dengan vibe coding membuat jadi cuan",0
